MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
14.2,27.0,0.2,9.2,5.2,0.24836593994152992,74.0,0.23929471032745592,0.15422885641681935,26.0,30.0,43.0,50.0,1008.0,998.1,7.0,5.0,17.9,22.6,0.0,0
23.1,31.0,0.0,8.0,3.1,0.10330578514712196,41.0,0.06956521749376567,0.1330275231161971,17.0,24.0,56.0,48.0,1020.8,1019.0,7.0,6.0,25.5,29.8,0.0,0
21.9,39.7,0.0,12.6,12.9,0.16197204589080486,31.0,0.2944444343442293,0.2422359965972881,22.0,9.0,20.0,9.0,1017.1,1013.1,2.0,1.0,29.7,37.8,0.0,0
21.7,27.8,0.0,6.8,5.8,0.1982758620729492,48.0,0.19101123783559834,0.21951219511968253,17.0,35.0,76.0,59.0,1013.6,1010.8,8.0,8.0,24.0,26.6,0.0,0
22.4,28.2,4.4,4.6,7.8,0.11724170521026855,22.0,0.23929471032745592,0.1330275231161971,0.0,11.0,79.0,69.0,1019.6,1017.0,7.0,6.0,26.9,27.5,1.0,0
24.3,32.8,0.0,4.4,7.1,0.16269841270194094,39.0,0.17733990178644568,0.1330275231161971,19.0,24.0,57.0,46.0,1012.2,1008.9,3.0,6.0,26.3,31.9,0.0,0
6.9,12.1,16.8,2.2,0.0,0.20379146919888225,80.0,0.19101123783559834,0.16923076923210797,28.0,33.0,97.0,94.0,1008.7,1002.0,8.0,8.0,11.3,11.7,1.0,1
11.5,28.2,0.0,4.4,11.4,0.1983805668024938,33.0,0.21604937498451868,0.22321428568869583,6.0,19.0,41.0,50.0,1016.6,1013.2,2.0,1.0,24.7,22.5,0.0,0
11.3,28.3,0.0,6.0,10.5,0.2529411617113044,50.0,0.23929471032745592,0.32121206244590683,31.0,26.0,45.0,13.0,1013.9,1009.3,2.0,1.0,20.0,27.4,0.0,1
15.4,23.9,0.2,4.8,1.4,0.1982758620729492,30.0,0.1656441958335392,0.21951219511968253,11.0,15.0,86.0,57.0,1008.7,1008.0,8.0,8.0,18.2,22.4,0.0,0
7.7,21.5,0.0,7.0,9.6,0.1983805668024938,35.0,0.20000000000586673,0.1806167401127485,11.0,22.0,66.0,51.0,1019.4,1016.9,1.0,7.0,13.3,18.7,0.0,0
7.6,20.8,0.0,4.0,9.3,0.1982758620729492,30.0,0.15625000164196612,0.21951219511968253,9.0,7.0,57.0,30.0,1025.6,1021.5,0.0,1.0,15.7,19.8,0.0,0
3.3,13.3,0.0,3.0,9.8,0.2775665399219163,57.0,0.23929471032745592,0.29364857722794263,39.0,33.0,72.0,52.0,1019.4,1016.5,2.0,4.0,7.9,12.2,0.0,0
13.6,30.5,0.0,5.8,11.5,0.10330578514712196,30.0,0.1764705882879288,0.2422359965972881,17.0,13.0,67.0,29.0,1017.9,1014.5,3.0,4.0,19.6,29.4,0.0,0
17.2,35.6,0.0,4.4,9.5,0.1983805668024938,63.0,0.18784530558291754,0.2666666651105036,9.0,17.0,36.0,15.0,1014.1,1010.0,2.0,4.0,24.7,35.0,0.0,0
19.2,30.1,0.0,9.2,11.7,0.2488479261444298,48.0,0.15625000164196612,0.16190476214449462,22.0,19.0,47.0,37.0,1012.4,1009.2,7.0,8.0,22.7,29.2,0.0,0
16.8,38.3,0.0,5.2,10.0,0.26388864508557625,70.0,0.2710843070514612,0.2422359965972881,20.0,33.0,37.0,18.0,1008.3,1001.2,1.0,7.0,25.5,36.8,0.0,0
20.7,25.4,0.0,8.2,11.2,0.2499999830718824,52.0,0.23030301738658027,0.22321428568869583,26.0,35.0,51.0,46.0,1009.8,1009.6,7.0,7.0,22.3,24.0,0.0,0
25.5,33.2,0.0,11.6,7.9,0.11724170521026855,39.0,0.15625000164196612,0.15422885641681935,17.0,31.0,58.0,63.0,1010.2,1006.6,3.0,5.0,30.5,31.7,0.0,0
15.0,21.4,0.0,8.2,8.1,0.24836593994152992,65.0,0.23030301738658027,0.23113207535041638,20.0,30.0,51.0,61.0,1012.5,1014.1,7.0,6.0,19.9,19.1,0.0,0
5.2,22.4,0.0,2.6,9.3,0.2751937984463616,17.0,0.23929471032745592,0.23113207535041638,0.0,7.0,74.0,37.0,1024.0,1020.5,2.0,5.0,12.3,21.3,0.0,0
10.8,25.5,0.0,12.4,7.5,0.2499999830718824,48.0,0.23030301738658027,0.22321428568869583,13.0,28.0,61.0,44.0,1009.7,1011.2,8.0,7.0,18.7,23.5,0.0,0
-1.7,17.2,0.0,2.6,10.1,0.10330578514712196,24.0,0.06956521749376567,0.15422885641681935,9.0,11.0,67.0,47.0,1032.7,1028.8,1.0,1.0,11.9,16.9,0.0,0
0.3,11.9,0.2,0.8,6.6,0.16197204589080486,46.0,0.18784530558291754,0.21951219511968253,6.0,0.0,99.0,69.0,1037.9,1035.8,5.0,7.0,2.0,11.8,0.0,0
10.9,25.3,0.0,7.4,11.6,0.11724170521026855,59.0,0.23929471032745592,0.29364857722794263,26.0,43.0,54.0,62.0,1012.9,1006.9,1.0,1.0,20.1,23.5,0.0,1
18.2,39.8,0.0,11.4,11.7,0.24836593994152992,48.0,0.1764705882879288,0.32121206244590683,9.0,24.0,37.0,5.0,1009.8,1005.7,6.0,5.0,26.5,37.4,0.0,0
14.5,22.3,0.0,7.2,12.1,0.1982758620729492,48.0,0.1764705882879288,0.21951219511968253,11.0,30.0,47.0,57.0,1019.4,1022.4,5.0,6.0,19.5,18.3,0.0,0
20.7,25.4,0.4,6.2,11.0,0.1982758620729492,48.0,0.17733990178644568,0.21951219511968253,28.0,28.0,67.0,59.0,1013.3,1011.4,3.0,7.0,22.9,24.1,0.0,0
17.9,29.2,0.0,10.4,11.9,0.16269841270194094,70.0,0.06956521749376567,0.12676056370375144,35.0,33.0,49.0,29.0,1018.2,1015.4,0.0,1.0,22.6,28.5,0.0,0
11.6,22.7,0.0,8.0,8.3,0.26388864508557625,52.0,0.2710843070514612,0.21951219511968253,22.0,24.0,46.0,58.0,1005.5,1004.0,5.0,5.0,16.1,17.0,0.0,0
24.3,32.0,0.0,10.0,8.5,0.24836593994152992,37.0,0.21604937498451868,0.32121206244590683,13.0,19.0,61.0,61.0,1009.1,1009.1,1.0,5.0,29.3,28.7,0.0,0
9.5,14.1,2.6,0.6,4.0,0.2499999830718824,41.0,0.23030301738658027,0.16923076923210797,11.0,6.0,89.0,63.0,1026.5,1027.4,5.0,2.0,11.9,13.5,1.0,0
15.6,26.0,0.0,4.4,10.3,0.10330578514712196,31.0,0.2108433706871497,0.1330275231161971,13.0,19.0,73.0,47.0,1025.9,1022.8,1.0,1.0,19.7,24.2,0.0,0
9.7,17.6,0.0,3.0,7.1,0.2775665399219163,57.0,0.2710843070514612,0.2666666651105036,15.0,28.0,62.0,48.0,1024.3,1019.3,7.0,7.0,12.6,17.2,0.0,0
27.1,36.1,0.0,13.0,0.0,0.2775665399219163,43.0,0.23929471032745592,0.32121206244590683,7.0,20.0,26.0,19.0,1007.7,1007.4,8.0,8.0,30.7,34.3,0.0,0
11.2,17.2,0.2,3.8,2.7,0.16129032270140242,54.0,0.20000000000586673,0.19306930707562944,6.0,15.0,72.0,90.0,1004.1,1002.2,7.0,8.0,13.9,14.3,0.0,1
13.6,33.4,0.0,13.4,13.7,0.2751937984463616,44.0,0.19101123783559834,0.16923076923210797,19.0,24.0,16.0,1.0,1010.4,1009.1,2.0,1.0,22.2,32.0,0.0,0
14.3,36.4,0.0,5.8,7.9,0.2529411617113044,56.0,0.06956521749376567,0.22321428568869583,15.0,22.0,78.0,32.0,1008.3,1003.3,5.0,7.0,18.0,31.6,0.0,0
6.5,26.1,0.0,3.2,10.0,0.2751937984463616,31.0,0.18784530558291754,0.23113207535041638,13.0,17.0,47.0,22.0,1018.2,1014.7,0.0,5.0,16.8,24.8,0.0,0
9.5,19.8,0.0,3.4,6.6,0.2751937984463616,63.0,0.2108433706871497,0.22321428568869583,9.0,31.0,51.0,18.0,1014.7,1009.9,7.0,2.0,13.5,18.9,0.0,0
9.0,21.9,0.0,7.4,11.6,0.1982758620729492,39.0,0.06956521749376567,0.1330275231161971,17.0,19.0,55.0,26.0,1025.0,1021.6,0.0,0.0,12.6,20.1,0.0,0
25.5,33.0,2.8,6.0,6.8,0.2529411617113044,30.0,0.2108433706871497,0.23113207535041638,9.0,19.0,73.0,60.0,1008.5,1004.7,5.0,6.0,29.9,32.4,1.0,0
15.1,26.1,0.0,5.6,6.4,0.2529411617113044,41.0,0.21604937498451868,0.29364857722794263,9.0,17.0,70.0,56.0,1022.6,1018.4,6.0,7.0,19.6,23.3,0.0,1
14.6,21.3,12.8,5.4,1.7,0.11724170521026855,20.0,0.2944444343442293,0.2422359965972881,9.0,9.0,95.0,78.0,1016.0,1014.7,5.0,7.0,16.8,20.1,1.0,0
8.8,20.2,0.0,1.2,3.3,0.24836593994152992,24.0,0.2944444343442293,0.2422359965972881,6.0,11.0,83.0,59.0,1025.6,1022.5,7.0,5.0,12.4,18.2,0.0,1
13.4,24.6,0.0,2.6,8.4,0.20379146919888225,52.0,0.2108433706871497,0.1806167401127485,11.0,28.0,78.0,41.0,1019.4,1020.6,2.0,3.0,16.5,23.6,0.0,0
4.5,23.8,0.0,6.6,10.5,0.2499999830718824,26.0,0.15625000164196612,0.16923076923210797,7.0,9.0,79.0,42.0,1036.5,1031.4,1.0,1.0,9.7,22.6,0.0,0
6.3,18.8,0.0,3.2,7.4,0.2499999830718824,28.0,0.18784530558291754,0.22321428568869583,6.0,19.0,76.0,53.0,1023.3,1020.2,6.0,3.0,14.2,17.8,0.0,0
6.9,13.1,2.2,1.4,1.6,0.2499999830718824,24.0,0.23929471032745592,0.1806167401127485,6.0,13.0,99.0,81.0,1031.4,1030.8,8.0,7.0,8.9,12.2,1.0,0
8.1,19.7,0.0,2.2,9.5,0.14044944703254658,26.0,0.21604937498451868,0.15422885641681935,19.0,13.0,68.0,48.0,1024.2,1020.6,1.0,0.0,11.2,18.7,0.0,0
18.2,22.6,0.2,6.4,0.7,0.14044944703254658,30.0,0.17733990178644568,0.12676056370375144,11.0,15.0,85.0,91.0,1030.8,1028.7,8.0,8.0,19.8,20.4,0.0,1
13.0,30.9,0.0,6.8,12.0,0.10330578514712196,41.0,0.23929471032745592,0.29364857722794263,13.0,19.0,48.0,29.0,1018.5,1015.9,3.0,6.0,23.7,28.9,0.0,0
17.8,21.7,0.8,5.4,5.5,0.1982758620729492,41.0,0.15625000164196612,0.16190476214449462,19.0,22.0,79.0,57.0,1021.8,1019.3,7.0,7.0,19.3,20.4,0.0,0
5.8,21.6,0.0,5.2,9.7,0.2529411617113044,50.0,0.21604937498451868,0.2422359965972881,15.0,30.0,39.0,18.0,1016.2,1013.6,0.0,1.0,13.6,21.3,0.0,0
13.2,29.1,0.0,8.8,13.3,0.14044944703254658,54.0,0.15625000164196612,0.12676056370375144,28.0,22.0,38.0,17.0,1023.7,1019.5,0.0,0.0,19.1,27.6,0.0,0
14.7,28.2,0.0,10.0,9.1,0.2775665399219163,63.0,0.23929471032745592,0.2422359965972881,35.0,28.0,41.0,13.0,1019.7,1014.7,7.0,7.0,17.4,27.9,0.0,0
21.3,28.9,3.8,4.6,9.4,0.1982758620729492,33.0,0.1764705882879288,0.21951219511968253,11.0,24.0,68.0,50.0,1009.9,1007.7,6.0,4.0,25.1,27.9,1.0,0
13.0,19.1,0.0,1.6,5.5,0.16129032270140242,50.0,0.23030301738658027,0.19306930707562944,20.0,28.0,82.0,64.0,1016.9,1014.0,7.0,1.0,15.6,18.8,0.0,0
16.1,21.8,0.0,6.6,8.8,0.10330578514712196,46.0,0.2944444343442293,0.1330275231161971,13.0,31.0,60.0,64.0,1024.0,1019.4,7.0,2.0,20.4,21.0,0.0,0
3.7,14.2,0.0,1.4,7.8,0.2775665399219163,22.0,0.23929471032745592,0.12676056370375144,0.0,9.0,90.0,59.0,1026.9,1023.7,4.0,4.0,4.8,13.1,0.0,0
9.6,18.7,0.0,4.0,5.2,0.1983805668024938,35.0,0.2587064669173479,0.22321428568869583,17.0,15.0,77.0,55.0,1015.9,1015.2,7.0,6.0,13.2,17.7,0.0,0
23.5,27.0,83.8,2.0,0.0,0.20379146919888225,30.0,0.19101123783559834,0.2064220183442706,15.0,13.0,88.0,98.0,1008.7,1006.4,8.0,8.0,25.6,24.2,1.0,1
9.6,15.3,0.8,1.6,6.6,0.1983805668024938,22.0,0.23929471032745592,0.22321428568869583,2.0,13.0,100.0,65.0,1024.2,1022.6,8.0,6.0,10.1,14.6,0.0,0
20.3,30.7,0.0,5.2,8.0,0.20379146919888225,72.0,0.21604937498451868,0.16923076923210797,13.0,50.0,71.0,85.0,1010.3,1012.1,1.0,5.0,24.1,22.2,0.0,1
11.8,19.6,2.0,1.6,4.8,0.26388864508557625,41.0,0.2944444343442293,0.2422359965972881,13.0,17.0,88.0,65.0,1016.4,1013.8,7.0,5.0,14.9,19.0,1.0,1
17.8,19.9,8.6,1.6,0.0,0.2488479261444298,50.0,0.20000000000586673,0.16923076923210797,24.0,26.0,98.0,94.0,1007.9,1006.2,7.0,7.0,18.0,19.6,1.0,1
11.7,20.9,1.4,6.4,8.9,0.20379146919888225,35.0,0.1656441958335392,0.2064220183442706,13.0,20.0,87.0,49.0,1024.2,1022.2,7.0,1.0,13.9,19.3,1.0,0
25.9,33.9,0.2,8.2,10.7,0.2775665399219163,37.0,0.18784530558291754,0.2666666651105036,11.0,24.0,71.0,55.0,1011.9,1008.1,7.0,6.0,29.7,32.5,0.0,0
17.7,36.4,0.0,11.2,12.3,0.16269841270194094,39.0,0.06956521749376567,0.1330275231161971,26.0,22.0,34.0,15.0,1016.2,1011.5,1.0,2.0,26.1,34.6,0.0,0
17.1,31.8,0.0,4.8,11.0,0.16269841270194094,35.0,0.17733990178644568,0.21951219511968253,17.0,9.0,35.0,13.0,1015.5,1011.8,0.0,0.0,22.1,31.5,0.0,0
18.7,32.4,0.0,16.2,5.4,0.2751937984463616,41.0,0.1764705882879288,0.16923076923210797,9.0,19.0,44.0,39.0,1012.4,1011.7,7.0,7.0,26.8,27.7,0.0,0
7.7,14.5,0.0,1.4,4.8,0.16197204589080486,74.0,0.23929471032745592,0.2666666651105036,30.0,28.0,85.0,69.0,1022.1,1018.3,4.0,7.0,11.5,14.2,0.0,0
13.9,34.0,0.0,5.0,9.0,0.16269841270194094,37.0,0.18784530558291754,0.2666666651105036,7.0,19.0,69.0,23.0,1009.1,1005.5,1.0,7.0,18.2,32.0,0.0,0
14.1,25.8,0.0,4.2,12.7,0.1983805668024938,43.0,0.23030301738658027,0.19306930707562944,7.0,24.0,61.0,58.0,1019.0,1017.2,0.0,1.0,20.3,22.6,0.0,0
5.0,22.7,0.0,7.2,10.7,0.14044944703254658,46.0,0.06956521749376567,0.16190476214449462,13.0,24.0,34.0,17.0,1026.0,1022.6,2.0,1.0,15.5,22.1,0.0,0
8.7,15.1,6.6,4.8,7.3,0.24836593994152992,104.0,0.23030301738658027,0.22321428568869583,37.0,26.0,62.0,59.0,1008.2,1011.5,7.0,6.0,11.7,13.4,1.0,0
24.3,41.6,0.0,19.0,11.6,0.16129032270140242,72.0,0.23929471032745592,0.2422359965972881,22.0,31.0,15.0,9.0,1015.4,1010.9,5.0,7.0,31.8,39.6,0.0,0
22.9,32.8,0.0,10.4,6.1,0.14044944703254658,44.0,0.20000000000586673,0.15422885641681935,22.0,19.0,67.0,83.0,1014.1,1011.3,6.0,7.0,28.7,27.7,0.0,0
16.4,22.4,0.8,4.2,7.8,0.1983805668024938,41.0,0.23444976058129374,0.1806167401127485,15.0,13.0,76.0,50.0,1019.1,1018.9,7.0,2.0,18.6,21.3,0.0,0
10.0,17.4,0.0,4.2,1.3,0.16129032270140242,39.0,0.1656441958335392,0.19306930707562944,19.0,24.0,51.0,48.0,1024.8,1024.4,8.0,8.0,13.8,16.0,0.0,0
16.4,32.7,0.0,9.2,13.2,0.16269841270194094,54.0,0.06956521749376567,0.1806167401127485,30.0,20.0,46.0,33.0,1018.7,1014.6,0.0,1.0,22.4,30.6,0.0,0
4.4,22.6,0.2,3.6,13.7,0.20379146919888225,48.0,0.17733990178644568,0.16923076923210797,22.0,30.0,52.0,42.0,1026.4,1023.4,3.0,0.0,16.0,20.2,0.0,0
5.4,20.3,0.0,4.0,11.7,0.2499999830718824,33.0,0.21604937498451868,0.22321428568869583,7.0,17.0,75.0,38.0,1012.9,1011.1,0.0,1.0,11.6,19.2,0.0,0
19.7,28.0,18.0,7.4,10.5,0.16269841270194094,59.0,0.20000000000586673,0.12676056370375144,2.0,20.0,78.0,61.0,1011.0,1010.6,5.0,3.0,24.4,27.1,1.0,0
7.3,15.4,14.0,2.0,5.5,0.24836593994152992,48.0,0.23444976058129374,0.1806167401127485,9.0,11.0,77.0,61.0,1019.8,1020.3,8.0,8.0,11.4,13.3,1.0,0
10.2,20.1,0.0,4.4,7.0,0.26388864508557625,80.0,0.23929471032745592,0.2422359965972881,26.0,43.0,55.0,33.0,996.2,995.6,6.0,3.0,17.0,18.3,0.0,0
26.1,33.9,0.0,10.2,12.5,0.16197204589080486,28.0,0.21604937498451868,0.1330275231161971,9.0,17.0,68.0,65.0,1001.4,998.6,3.0,3.0,31.2,33.3,0.0,0
17.4,21.5,0.0,3.6,7.2,0.11724170521026855,44.0,0.18784530558291754,0.15422885641681935,30.0,20.0,79.0,76.0,1022.0,1020.7,7.0,7.0,19.3,20.2,0.0,1
6.3,19.8,0.4,2.0,6.4,0.2499999830718824,39.0,0.2944444343442293,0.2666666651105036,11.0,28.0,97.0,46.0,1013.0,1011.1,7.0,3.0,8.9,19.1,0.0,1
17.7,36.0,0.0,10.4,11.1,0.14044944703254658,41.0,0.06956521749376567,0.22321428568869583,11.0,9.0,20.0,15.0,1014.5,1010.4,0.0,1.0,27.4,34.2,0.0,0
14.4,28.8,0.0,10.8,12.5,0.16269841270194094,61.0,0.1764705882879288,0.2064220183442706,31.0,13.0,36.0,14.0,1018.9,1013.9,7.0,7.0,19.0,28.0,0.0,0
7.1,17.2,2.0,7.2,9.3,0.2751937984463616,44.0,0.23030301738658027,0.1806167401127485,20.0,17.0,74.0,61.0,1016.3,1015.9,3.0,4.0,12.6,16.0,1.0,0
20.9,32.2,0.0,7.4,4.3,0.14044944703254658,28.0,0.1764705882879288,0.1330275231161971,11.0,9.0,72.0,36.0,1008.6,1006.8,7.0,7.0,22.8,31.7,0.0,0
11.4,27.4,0.0,7.4,0.3,0.16197204589080486,59.0,0.2944444343442293,0.29364857722794263,13.0,33.0,50.0,44.0,1006.5,1003.5,8.0,7.0,22.9,27.1,0.0,1
4.8,14.0,0.0,0.8,4.6,0.24836593994152992,30.0,0.2108433706871497,0.2422359965972881,6.0,17.0,81.0,63.0,1027.0,1025.8,7.0,7.0,7.4,12.5,0.0,0
8.1,13.8,5.0,0.0,5.8,0.2751937984463616,81.0,0.2710843070514612,0.23113207535041638,22.0,43.0,86.0,73.0,1007.5,1009.5,3.0,7.0,10.5,9.7,1.0,1
3.4,18.2,0.0,2.8,10.3,0.16269841270194094,30.0,0.2108433706871497,0.21951219511968253,4.0,15.0,64.0,40.0,1021.1,1018.2,0.0,1.0,10.3,17.7,0.0,0
20.9,37.0,0.0,9.4,10.7,0.10330578514712196,46.0,0.1764705882879288,0.23113207535041638,26.0,22.0,43.0,25.0,1020.6,1017.5,0.0,1.0,26.0,34.5,0.0,0
5.5,26.5,0.0,5.6,11.3,0.2775665399219163,48.0,0.2944444343442293,0.2422359965972881,28.0,19.0,29.0,9.0,1017.5,1011.5,0.0,3.0,16.9,25.7,0.0,0
20.3,33.5,0.0,10.0,10.1,0.10330578514712196,43.0,0.06956521749376567,0.12676056370375144,6.0,9.0,59.0,40.0,1016.3,1011.6,2.0,3.0,26.2,31.4,0.0,0
13.7,27.4,0.0,3.4,10.6,0.2775665399219163,28.0,0.23929471032745592,0.21951219511968253,7.0,11.0,75.0,48.0,1019.9,1016.3,0.0,0.0,17.0,27.1,0.0,0
2.4,12.2,0.4,2.0,0.2,0.2775665399219163,15.0,0.2587064669173479,0.29364857722794263,2.0,6.0,95.0,67.0,1029.2,1024.5,7.0,7.0,5.7,12.0,0.0,0
11.8,16.3,8.0,7.4,3.7,0.2529411617113044,50.0,0.1656441958335392,0.19306930707562944,19.0,20.0,99.0,62.0,1017.8,1019.8,8.0,7.0,11.8,14.9,1.0,1
0.9,14.8,0.0,3.6,10.0,0.16269841270194094,43.0,0.06956521749376567,0.16190476214449462,13.0,20.0,83.0,36.0,1028.3,1024.9,6.0,7.0,7.3,14.4,0.0,0
23.4,31.6,2.6,3.0,7.5,0.2488479261444298,30.0,0.15625000164196612,0.16190476214449462,15.0,24.0,82.0,83.0,1009.3,1007.1,5.0,7.0,27.4,26.3,1.0,1
14.5,22.4,1.6,1.6,2.6,0.2499999830718824,26.0,0.23929471032745592,0.1806167401127485,0.0,11.0,98.0,61.0,1013.7,1012.1,7.0,8.0,16.4,21.1,1.0,1
16.5,29.8,0.0,8.0,7.6,0.1983805668024938,39.0,0.19101123783559834,0.1806167401127485,11.0,17.0,74.0,39.0,1012.5,1010.6,7.0,7.0,23.5,27.8,0.0,0
17.0,32.7,0.0,6.0,11.9,0.14044944703254658,37.0,0.1764705882879288,0.16190476214449462,17.0,19.0,60.0,32.0,1013.1,1008.5,1.0,3.0,24.1,31.6,0.0,0
18.8,23.5,0.0,12.8,5.8,0.20379146919888225,39.0,0.1656441958335392,0.2064220183442706,22.0,22.0,77.0,55.0,1020.2,1021.9,7.0,7.0,19.3,21.3,0.0,0
18.9,32.0,0.0,6.6,11.0,0.10330578514712196,37.0,0.06956521749376567,0.16190476214449462,17.0,26.0,55.0,34.0,1013.1,1009.7,4.0,3.0,26.2,31.6,0.0,0
8.8,11.5,8.0,1.2,0.5,0.2499999830718824,57.0,0.23030301738658027,0.23113207535041638,37.0,30.0,94.0,71.0,1002.8,1008.4,8.0,7.0,11.1,9.9,1.0,1
19.1,27.7,0.0,7.0,11.6,0.11724170521026855,26.0,0.1764705882879288,0.1330275231161971,11.0,11.0,58.0,57.0,1019.3,1016.7,7.0,7.0,24.4,26.0,0.0,0
15.7,32.7,0.0,13.8,13.6,0.2488479261444298,28.0,0.20000000000586673,0.1806167401127485,17.0,9.0,48.0,13.0,1013.5,1009.9,1.0,0.0,18.9,29.7,0.0,0
21.2,36.2,0.0,12.4,12.2,0.10330578514712196,43.0,0.1764705882879288,0.16190476214449462,17.0,17.0,46.0,18.0,1010.4,1005.3,1.0,2.0,25.2,35.9,0.0,0
22.8,31.3,0.8,10.2,8.6,0.10330578514712196,52.0,0.17733990178644568,0.12676056370375144,20.0,33.0,59.0,46.0,1020.0,1017.2,3.0,3.0,27.9,30.3,0.0,0
11.3,25.7,0.0,4.4,9.7,0.11724170521026855,24.0,0.23929471032745592,0.15422885641681935,0.0,15.0,69.0,47.0,1018.7,1015.4,1.0,2.0,19.7,24.4,0.0,0
4.2,11.8,8.2,3.8,2.9,0.2775665399219163,57.0,0.23929471032745592,0.2422359965972881,31.0,35.0,62.0,53.0,1005.4,999.7,6.0,7.0,7.8,11.5,1.0,0
16.2,25.8,0.0,9.0,10.1,0.2751937984463616,63.0,0.23929471032745592,0.22321428568869583,30.0,24.0,40.0,36.0,1006.9,1002.3,5.0,1.0,21.4,24.1,0.0,0
25.4,33.6,0.0,8.0,10.6,0.11724170521026855,37.0,0.1764705882879288,0.1330275231161971,13.0,28.0,72.0,57.0,1007.8,1005.1,6.0,6.0,29.7,32.6,0.0,0
23.9,33.3,0.0,9.2,0.5,0.16197204589080486,30.0,0.2587064669173479,0.1330275231161971,9.0,20.0,58.0,34.0,1003.6,1001.7,8.0,7.0,27.3,32.1,0.0,0
20.1,28.0,0.2,6.4,7.3,0.20379146919888225,37.0,0.20000000000586673,0.16190476214449462,22.0,28.0,64.0,54.0,1017.1,1013.5,1.0,5.0,23.3,25.9,0.0,0
4.9,15.2,0.2,0.8,2.4,0.10330578514712196,26.0,0.1764705882879288,0.16190476214449462,19.0,11.0,99.0,62.0,1024.7,1022.8,7.0,7.0,8.9,14.3,0.0,0
21.4,31.6,0.0,7.8,9.8,0.2775665399219163,33.0,0.2710843070514612,0.2666666651105036,4.0,26.0,63.0,43.0,1014.1,1010.0,2.0,5.0,27.4,31.2,0.0,0
6.4,17.1,0.0,3.0,9.5,0.2751937984463616,31.0,0.21604937498451868,0.21951219511968253,19.0,13.0,49.0,41.0,1030.3,1027.4,1.0,2.0,10.8,15.8,0.0,0
13.3,26.0,0.0,6.6,7.0,0.16269841270194094,39.0,0.06956521749376567,0.16190476214449462,19.0,22.0,65.0,31.0,1033.2,1031.1,7.0,5.0,16.7,25.7,0.0,0
21.2,30.3,0.0,9.0,8.8,0.10330578514712196,31.0,0.20000000000586673,0.29364857722794263,9.0,11.0,62.0,59.0,1015.0,1009.8,5.0,0.0,26.9,28.6,0.0,0
21.8,25.3,1.4,6.2,2.6,0.1982758620729492,52.0,0.20000000000586673,0.2064220183442706,24.0,22.0,79.0,71.0,1021.7,1019.1,7.0,7.0,24.2,25.1,1.0,1
11.4,24.9,0.0,6.0,9.0,0.16129032270140242,43.0,0.19101123783559834,0.19306930707562944,24.0,30.0,61.0,50.0,1013.7,1014.6,4.0,5.0,19.8,22.9,0.0,0
